tweet_id|datetime|text|user_id|screen_name|full_name|user_created|followers_count|user_verified|user_location|likes|retweet_count|bookmark_count|quote_count|hashtags|cashtags|mentions|language|coodinates|quoted_tweet_id
1670527140343820291|2023-06-18 20:21:21+00:00|this web3 developers mev strategy is pure gold hes earning over 5k a week dont miss out and watch his video now $btc #bitcoin|1647244138855944193|Sal391341852768|Sal|2023-04-15 14:23:12+00:00|3|False||0|0|0|0|['Bitcoin', 'ETH', 'BNB', 'Coinbase', 'Binance']|['XRP', 'PEPE', 'BTC', 'ETH', 'PSYOP', 'LOYAL']|[User(username='AboMost0568888', id=1371197787254239234, displayname='TIGER💥 🐅🐅✍✍ 💥💎💎', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None)]|en||
1670527138347335680|2023-06-18 20:21:21+00:00|new airdrop from i got 1442$, connect and get you lido #bitcoin|905238140884885504|pauldarketh|PaulDark.eth|2017-09-06 01:16:06+00:00|50711|False||0|0|0|0|['aidoge', 'Arb', 'Aidogecrypto', 'Airdrop', 'BAYC', 'MAYC', 'NFTs', 'Crypto', 'USDT', 'BEN', 'WEB3', 'Bitcoin', 'HEX']|['APE', 'BEN', 'PSYOP', 'LOYAL', 'PEPE', 'SHIB', 'GALA', 'MANA', 'Link', 'HEX']||en||
1670527137504264194|2023-06-18 20:21:21+00:00|let me introduce you to and access free automation online for all your complaint inbox me im always available 247 #bitcoin #btc #bitcoincash|1584458893756874752|HackWithFredric|Hackwithfredrick|2022-10-24 08:17:18+00:00|77|False|California, USA|0|0|0|0|['HACKED', 'systemdown', 'unknownuser', 'accessdenied', 'coinbase', 'Bitcoin', 'BTC', 'BitcoinCash', 'BCH', 'Ripple', 'XRP', 'Monero', 'XMR']|||en||
1670527137378344960|2023-06-18 20:21:21+00:00|leaving the 95 for crypto trading may seem daunting, but the potential rewards can be worth it keep your eyes on the prize and stay informed about industry news and fluctuations|1532071399669772288|OxNewton_btc|Mason.IO|2022-06-01 18:48:03+00:00|309|False||0|0|0|0||||en||
1670527136023576576|2023-06-18 20:21:20+00:00|cant shake the feeling this btc fw her ex|1637675856179912705|maya1up_|Maya|2023-03-20 04:42:13+00:00|11|False|Detroit, MI|0|0|0|0||||en||
1670527130722000896|2023-06-18 20:21:19+00:00|just in offers instant transfers with security, scalability, and low fee #bitcoin|1669638131316928513|tibetoshy|Tibetoshy|2023-06-16 09:29:59+00:00|22|False|Planet Earth|0|0|0|0|['kaspa', 'Crypto', 'cryptocurrency', 'ProofofWork', 'blockdag', 'dagknight', 'bitcoin', 'ethereum']|['KAS']||en||
1670527126427017217|2023-06-18 20:21:18+00:00|eth and btc may be the talk of the town, but have you tried temu its like finding a winning lottery ticket in your pocket as they say in the hangover its not a purse, its a satchel indiana jones wears one lt184726989gt|1651959931086467074|LGould717463817|L Gould😽|2023-04-28 14:42:05+00:00|3|False||0|0|0|0|['TEMUrocks', 'CashRewards']|||en||
1670527117262753793|2023-06-18 20:21:16+00:00|girlence verb thanish areaistic|1667663141755400192|AminaP54109|MillyJodie💥Btc|2023-06-10 22:40:54+00:00|0|False|Massachusetts,USA|2|0|0|0|['操嘴', '戒色', '妓女']|||en||
1670527115047981057|2023-06-18 20:21:15+00:00|worst case is 99k, then they short it to 12k to break everyones spirit they have infinite money and ability to create more paper bitcoin than ftx, coinbase and binance combined|1001622725969014784|HalvingFunBTC|Halving Fun|2018-05-30 00:34:01+00:00|85|False|Boonies|0|0|0|0|||[User(username='rknoxjohnston', id=333697010, displayname='Robin Knox', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None), User(username='itechnologynet', id=19281485, displayname='Robert Hoffmann', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None), User(username='ts_hodl', id=25869185, displayname='Trey Sellers ∞/21M', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None)]|en||
1670527110602018816|2023-06-18 20:21:14+00:00|heres looking at you, $btc download temu app with code lt184788429gt and get rewarded like a king dont miss the crypto boat rick blaine casablanca|1653639132571217921|LK2542392550354|🐋L_K🪴|2023-05-03 05:54:43+00:00|2|False||0|0|0|0|['TEMU', 'Crypto']|['BTC']||en||
1670527102926372864|2023-06-18 20:21:12+00:00|leaving nyc for good in few monthsvery sad wife is bringing me back to her home amp native land liberty village toronto sad reality that is sitting in but atleast we will make paper in rrsps amp tfsas #btc|1317121699725312004|Moandcorgi|Mo|2020-10-16 15:14:41+00:00|31|False|412/416/212|0|0|0|0|['btc', 'eth', 'toronto', 'six']|||en||
1670527101546692608|2023-06-18 20:21:12+00:00|bitcoin is filtering into politics another sign of adoption|1077671812794847232|GregCarmichael4|gregcarmichael4|2018-12-25 21:05:57+00:00|700|False|Cleveland, OH|0|0|0|0|||[User(username='NEEDcreations', id=805160271388049408, displayname='🧡NEEDcreations is stacking sats & jamming to EDM', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None)]|en||
1670527097226375170|2023-06-18 20:21:11+00:00|looking to diversify your investment portfolio #bitcoin is definitely worth considering|1469469360410480644|Texan_Whale|TEXAN WHALE 🐳|2021-12-11 00:49:49+00:00|12486|False|Houston, TX|0|0|0|0|['Bitcoin', 'cryptocurrency', 'investment']|||en||
1670527084240723969|2023-06-18 20:21:08+00:00|1027777777777778 degrees fix bitcoin|1397456954260279296|diorreah|xX_Explosive_Diorreah_Xx|2021-05-26 07:40:09+00:00|7|False||0|0|0|0|||[User(username='elonmusk', id=44196397, displayname='Elon Musk', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None)]|en||
1670527073532751875|2023-06-18 20:21:05+00:00|$btc m5 short numbers game if i get the entry here is the plan lets go|1377678277888909314|raichutokenized|divergent|2021-04-01 17:44:40+00:00|118|False||0|0|0|0||['BTC']||en||
1670527072488378370|2023-06-18 20:21:05+00:00|send back 999 keep one for the hassle of sending it back|1618136428310941700|LakeDistrictBTC|Lake District_BTC|2023-01-25 06:40:23+00:00|550|False|Cumbria|0|0|0|0|||[User(username='romoolo', id=2411500460, displayname='The Bitcoin⚡️Energy Standard', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None)]|en||
1670527062195556354|2023-06-18 20:21:03+00:00|the loan to silvergate was paid off, btw rest of loans are convertible to shares, afaik|1625582046398541824|stack_collymore|Ghost of Collymore|2023-02-14 19:48:59+00:00|242|False|Purgatory|0|0|0|0|||[User(username='point_btc', id=1183423057018228736, displayname='🕳️', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None), User(username='TFL1728', id=48351615, displayname='Tom Luongo (Head Sneetch)', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None)]|en||
1670527061184729093|2023-06-18 20:21:02+00:00|here to build, here to stay|1440346652116602888|devmentat|DevMentat.btc|2021-09-21 16:06:26+00:00|203|False|Europe|0|0|0|0||||en||
